1.000000e-04  4.997520e-01 2.457618e-03  -2.223798e-04 2.457749e-03
1.151395e-04  5.017336e-01 2.394713e-03  +1.759146e-03 2.394847e-03
1.325711e-04  5.011308e-01 2.309299e-03  +1.156366e-03 2.309439e-03
1.526418e-04  5.022899e-01 2.221814e-03  +2.315512e-03 2.221960e-03
1.757511e-04  5.047160e-01 2.135472e-03  +4.741613e-03 2.135623e-03
2.023590e-04  4.980184e-01 2.080173e-03  -1.956042e-03 2.080328e-03
2.329952e-04  4.986719e-01 2.029090e-03  -1.302495e-03 2.029249e-03
2.682696e-04  5.013199e-01 1.948696e-03  +1.345466e-03 1.948862e-03
3.088844e-04  4.995564e-01 1.874966e-03  -4.180151e-04 1.875138e-03
3.556480e-04  4.995574e-01 1.819204e-03  -4.170155e-04 1.819382e-03
4.094915e-04  4.983318e-01 1.774515e-03  -1.642627e-03 1.774697e-03
4.714866e-04  4.995909e-01 1.706301e-03  -3.834883e-04 1.706491e-03
5.428675e-04  4.966421e-01 1.632375e-03  -3.332262e-03 1.632573e-03
6.250552e-04  5.015977e-01 1.615910e-03  +1.623267e-03 1.616110e-03
7.196857e-04  5.014547e-01 1.535020e-03  +1.480275e-03 1.535230e-03
8.286428e-04  4.979487e-01 1.505696e-03  -2.025657e-03 1.505910e-03
9.540955e-04  5.003035e-01 1.443915e-03  +3.290495e-04 1.444139e-03
1.098541e-03  4.991356e-01 1.383751e-03  -8.387764e-04 1.383984e-03
1.264855e-03  4.999903e-01 1.337280e-03  +1.587585e-05 1.337522e-03
1.456348e-03  5.006312e-01 1.286029e-03  +6.567738e-04 1.286280e-03
1.676833e-03  5.005153e-01 1.227819e-03  +5.408999e-04 1.228082e-03
1.930698e-03  5.017515e-01 1.181852e-03  +1.777075e-03 1.182125e-03
2.222996e-03  5.004683e-01 1.145281e-03  +4.938770e-04 1.145563e-03
2.559548e-03  4.991571e-01 1.107098e-03  -8.173511e-04 1.107390e-03
2.947052e-03  4.991300e-01 1.051203e-03  -8.443834e-04 1.051510e-03
3.393222e-03  5.010877e-01 1.005603e-03  +1.113261e-03 1.005924e-03
3.906940e-03  5.003558e-01 9.666889e-04  +3.814348e-04 9.670229e-04
4.498433e-03  5.010131e-01 9.117257e-04  +1.038733e-03 9.120798e-04
5.179475e-03  4.998923e-01 8.766611e-04  -8.206220e-05 8.770294e-04
5.963623e-03  4.996525e-01 8.397900e-04  -3.218595e-04 8.401745e-04
6.866488e-03  5.003949e-01 8.137451e-04  +4.204863e-04 8.141418e-04
7.906043e-03  4.995603e-01 7.712435e-04  -4.140947e-04 7.716620e-04
9.102982e-03  5.006841e-01 7.265069e-04  +7.097304e-04 7.269512e-04
1.048113e-02  4.992018e-01 6.946180e-04  -7.726303e-04 6.950827e-04
1.206793e-02  4.997071e-01 6.578647e-04  -2.673061e-04 6.583554e-04
1.389495e-02  4.997430e-01 6.313175e-04  -2.313679e-04 6.318287e-04
1.599859e-02  4.992386e-01 6.013775e-04  -7.357620e-04 6.019142e-04
1.842070e-02  5.006024e-01 5.661553e-04  +6.280342e-04 5.667253e-04
2.120951e-02  5.000571e-01 5.339621e-04  +8.267814e-05 5.345665e-04
2.442053e-02  5.015372e-01 5.022593e-04  +1.562759e-03 5.029018e-04
2.811769e-02  5.007171e-01 4.701451e-04  +7.427352e-04 4.708314e-04
3.237458e-02  4.998580e-01 4.357856e-04  -1.163602e-04 4.365259e-04
3.727594e-02  5.010958e-01 4.084586e-04  +1.121377e-03 4.092483e-04
4.291934e-02  5.007252e-01 3.846337e-04  +7.507480e-04 3.854723e-04
4.941713e-02  5.011657e-01 3.594292e-04  +1.191327e-03 3.603264e-04
5.689866e-02  5.015115e-01 3.276887e-04  +1.537111e-03 3.286725e-04
6.551286e-02  5.022020e-01 3.064930e-04  +2.227557e-03 3.075447e-04
7.543120e-02  5.024482e-01 2.833685e-04  +2.473772e-03 2.845057e-04
8.685114e-02  5.039209e-01 2.571531e-04  +3.946538e-03 2.584057e-04
1.000000e-01  5.050806e-01 2.342057e-04  +5.106199e-03 2.355804e-04
