1.000000e-04  4.999979e-01 2.633152e-06  -2.105471e-06 2.633282e-06
1.151395e-04  4.999956e-01 2.556551e-06  -4.430550e-06 2.556685e-06
1.325711e-04  5.000015e-01 2.481553e-06  +1.486514e-06 2.481691e-06
1.526418e-04  5.000013e-01 2.405701e-06  +1.292981e-06 2.405844e-06
1.757511e-04  5.000013e-01 2.334240e-06  +1.305337e-06 2.334387e-06
2.023590e-04  5.000006e-01 2.262402e-06  +5.324607e-07 2.262554e-06
2.329952e-04  5.000004e-01 2.193995e-06  +3.612942e-07 2.194151e-06
2.682696e-04  5.000026e-01 2.127831e-06  +2.615769e-06 2.127993e-06
3.088844e-04  4.999985e-01 2.059578e-06  -1.496867e-06 2.059745e-06
3.556480e-04  5.000045e-01 1.993992e-06  +4.497014e-06 1.994164e-06
4.094915e-04  5.000004e-01 1.932693e-06  +4.217875e-07 1.932871e-06
4.714866e-04  5.000005e-01 1.868522e-06  +4.732259e-07 1.868706e-06
5.428675e-04  4.999985e-01 1.809631e-06  -1.530759e-06 1.809821e-06
6.250552e-04  4.999990e-01 1.745993e-06  -1.043056e-06 1.746190e-06
7.196857e-04  5.000014e-01 1.690222e-06  +1.420214e-06 1.690425e-06
8.286428e-04  4.999984e-01 1.632359e-06  -1.648008e-06 1.632569e-06
9.540955e-04  5.000005e-01 1.571726e-06  +5.161519e-07 1.571945e-06
1.098541e-03  5.000004e-01 1.517373e-06  +3.955457e-07 1.517600e-06
1.264855e-03  5.000006e-01 1.461693e-06  +5.468485e-07 1.461928e-06
1.456348e-03  5.000032e-01 1.414769e-06  +3.145706e-06 1.415012e-06
1.676833e-03  5.000022e-01 1.362982e-06  +2.203165e-06 1.363234e-06
1.930698e-03  5.000019e-01 1.313205e-06  +1.892724e-06 1.313467e-06
2.222996e-03  5.000001e-01 1.264892e-06  +6.081310e-08 1.265163e-06
2.559548e-03  5.000018e-01 1.215067e-06  +1.812213e-06 1.215350e-06
2.947052e-03  5.000050e-01 1.167752e-06  +4.970351e-06 1.168046e-06
3.393222e-03  5.000047e-01 1.125711e-06  +4.699425e-06 1.126017e-06
3.906940e-03  5.000074e-01 1.080146e-06  +7.372534e-06 1.080464e-06
4.498433e-03  5.000108e-01 1.038207e-06  +1.077320e-05 1.038538e-06
5.179475e-03  5.000139e-01 9.936577e-07  +1.391065e-05 9.940036e-07
5.963623e-03  5.000171e-01 9.550613e-07  +1.703796e-05 9.554211e-07
6.866488e-03  5.000233e-01 9.148950e-07  +2.329890e-05 9.152706e-07
7.906043e-03  5.000319e-01 8.750096e-07  +3.189175e-05 8.754023e-07
9.102982e-03  5.000402e-01 8.343419e-07  +4.015527e-05 8.347538e-07
1.048113e-02  5.000546e-01 7.969881e-07  +5.461165e-05 7.974193e-07
1.206793e-02  5.000728e-01 7.611839e-07  +7.276235e-05 7.616354e-07
1.389495e-02  5.000965e-01 7.243192e-07  +9.647506e-05 7.247936e-07
1.599859e-02  5.001276e-01 6.902472e-07  +1.275751e-04 6.907450e-07
1.842070e-02  5.001707e-01 6.547797e-07  +1.706430e-04 6.553044e-07
2.120951e-02  5.002249e-01 6.222785e-07  +2.249123e-04 6.228307e-07
2.442053e-02  5.002978e-01 5.878807e-07  +2.977545e-04 5.884651e-07
2.811769e-02  5.003948e-01 5.562675e-07  +3.947695e-04 5.568851e-07
3.237458e-02  5.005244e-01 5.239628e-07  +5.243395e-04 5.246184e-07
3.727594e-02  5.006945e-01 4.930902e-07  +6.944826e-04 4.937868e-07
4.291934e-02  5.009213e-01 4.621745e-07  +9.212815e-04 4.629176e-07
4.941713e-02  5.012206e-01 4.324449e-07  +1.220557e-03 4.332391e-07
5.689866e-02  5.016194e-01 4.030212e-07  +1.619383e-03 4.038732e-07
6.551286e-02  5.021460e-01 3.748281e-07  +2.145969e-03 3.757441e-07
7.543120e-02  5.028455e-01 3.468763e-07  +2.845465e-03 3.478658e-07
8.685114e-02  5.037711e-01 3.206217e-07  +3.771123e-03 3.216920e-07
1.000000e-01  5.050004e-01 2.933353e-07  +5.000361e-03 2.945047e-07
