0.0001  7.009509027000115 0.0012065987993938876
0.00012589254117941674  6.930669518311685 0.005860369856617531
0.00015848931924611142  6.849876877961525 0.003024534150525504
0.00019952623149688788  6.747127437778756 0.004227789803817848
0.00025118864315095795  6.619971462999622 0.006543494221229018
0.00031622776601683794  6.497386436822151 0.003106281346209272
0.00039810717055349735  6.343035359643326 0.003921596622196384
0.0005011872336272725  6.171014492737317 0.00307554324938312
0.000630957344480193  5.989877292642349 0.00021031073811084156
0.0007943282347242813  5.775649681468896 0.004300600133568743
0.001  5.5531312149267 0.003956699607876753
0.0012589254117941675  5.310388718974891 0.005210972812158036
0.001584893192461114  5.049772405958508 0.00361938314941241
0.001995262314968879  4.782430244204913 0.004450726528830338
0.002511886431509582  4.499228039163653 0.003806368225267857
0.0031622776601683794  4.2072832213505675 0.0030049126341864883
0.003981071705534973  3.9097203589046168 0.0038661785113798257
0.005011872336272725  3.6107982223917863 0.0019335353370251163
0.00630957344480193  3.308738505164985 0.0029739796534496397
0.00794328234724282  3.0108673723615675 0.00272765044454446
0.01  2.7221305409400456 0.0010192386583307567
0.012589254117941675  2.4368660991748623 0.0009570356513668443
0.01584893192461114  2.1681024528106607 0.002089858743949777
0.01995262314968881  1.9129649063435819 0.0012309988770520253
0.025118864315095822  1.6728208585058861 0.0008573711243309301
0.03162277660168379  1.4506657801698681 0.0007030446781490785
0.039810717055349734  1.3243341962527522 0.0012111774942085152
0.05011872336272725  1.0624987943950686 0.0009030671318817074
0.06309573444801936  0.8966090555079472 0.0007006382088192709
0.07943282347242822  0.749703352982448 2.8605597289677043e-05
0.1  0.6209299108875344 0.00040008740524066777
0.12589254117941676  0.5092314961170085 0.0003023905261029247
0.15848931924611143  0.4135313251814865 0.00020182265145812783
0.19952623149688808  0.332429860740073 1.3847232057773162e-05
0.25118864315095824  0.26444258485576616 0.00017125305348247855
0.31622776601683794  0.20812100875075334 0.000199812257330928
0.3981071705534973  0.16207368657679347 4.562213014874805e-05
0.5011872336272725  0.12495232162672808 1.117206562722961e-05
0.6309573444801936  0.09506633783005992 6.11860504727002e-05
0.7943282347242822  0.07158756969203893 6.266459547921155e-05
1.0  0.05327359152825156 4.874889480559891e-05
1.2589254117941688  0.03916923923811607 1.5194980310766215e-05
1.584893192461114  0.02844936642766087 1.809203217963823e-05
1.9952623149688788  0.020405294010563832 1.4542548745648948e-05
2.5118864315095824  0.014440963563553361 3.0422879127601013e-05
3.1622776601683795  0.010060225319079833 4.6859565226679487e-05
3.9810717055349776  0.006937221580432481 1.4621186358921602e-05
5.011872336272725  0.004676178609321492 0.0002456460126912868
6.309573444801943  0.003161381746089148 3.6238759695806765e-05
7.943282347242821  0.0020208894904636156 7.856650383306595e-05
10.0  0.0013632315937405545 6.461185149295341e-06
